 Gaussian points = 8
 FIXED SPECIES MIXING RATIOS:
    O2 =   2.100000000000000E-002  CO2 =   4.000000000000000E-004
 
    CH4 =   2.515160117354389E-006
 Standard CH3CL flux =  2.800E+08

 PO2= 9.350E-03  PNO= 9.853E-03  ZAPNO= 3.777E+03
 N= 4     X= 3.45876E-01  ERR= 2.88067E-07

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


  5.15E+06 2.01E-11 2.83E-08 4.58E-06 9.34E-10 4.56E-10 2.35E-10 7.79E-08 4.28E-11 1.73E-06 1.56E-07 6.00E-08 2.78E-12
  5.55E+06 6.98E-11 3.34E-08 4.17E-06 2.12E-09 1.04E-09 6.36E-10 2.79E-08 2.19E-10 2.22E-06 1.06E-07 1.45E-07 1.46E-12
  5.95E+06 1.34E-10 4.60E-08 3.65E-06 4.51E-09 2.14E-09 1.44E-09 1.14E-08 1.21E-09 2.80E-06 6.29E-08 3.40E-07 6.95E-13
  6.35E+06 1.67E-10 8.14E-08 3.02E-06 7.99E-09 3.47E-09 2.00E-09 5.24E-09 7.01E-09 3.46E-06 3.46E-08 7.24E-07 3.09E-13
  6.75E+06 1.72E-10 1.78E-07 2.32E-06 1.16E-08 4.20E-09 1.72E-09 2.79E-09 3.86E-08 4.14E-06 1.90E-08 1.41E-06 1.05E-13
  7.15E+06 1.83E-10 6.10E-06 1.58E-06 3.06E-09 1.13E-09 5.16E-10 1.25E-08 5.95E-07 4.59E-06 1.10E-08 2.53E-06 1.61E-14
  7.55E+06 2.85E-11 1.72E-04 9.37E-07 3.69E-10 6.57E-11 4.10E-11 7.26E-08 1.72E-06 4.65E-06 6.64E-09 3.94E-06 1.82E-15
  7.95E+06 7.96E-12 8.13E-04 5.24E-07 1.32E-10 1.04E-11 2.81E-12 1.15E-07 2.48E-06 4.64E-06 3.87E-09 5.62E-06 2.06E-16
  8.35E+06 4.68E-12 2.19E-03 2.84E-07 5.29E-11 2.33E-12 1.89E-13 1.30E-07 2.90E-06 4.63E-06 2.24E-09 7.62E-06 2.37E-17
  8.75E+06 3.15E-12 4.56E-03 1.51E-07 1.76E-11 5.78E-13 1.39E-14 9.10E-08 3.13E-06 4.62E-06 1.31E-09 1.01E-05 2.84E-18
  9.15E+06 1.92E-12 8.17E-03 8.03E-08 4.79E-12 1.49E-13 1.10E-15 4.04E-08 3.25E-06 4.60E-06 7.86E-10 1.31E-05 3.57E-19
  9.55E+06 1.25E-12 1.31E-02 4.41E-08 1.20E-12 4.02E-14 9.62E-17 1.41E-08 3.31E-06 4.56E-06 4.98E-10 1.66E-05 4.81E-20
  9.95E+06 9.39E-13 1.90E-02 2.85E-08 3.31E-13 1.14E-14 1.44E-17 4.14E-09 3.30E-06 4.46E-06 3.57E-10 2.01E-05 1.02E-20
     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  

     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    
  5.00E+04 6.41E-12 8.78E-08 1.87E-12 4.45E-12 6.32E-15 1.73E-11 9.34E-14 1.31E-15 4.30E-18 4.45E-23 6.81E-10 7.15E-14
  1.50E+05 6.04E-12 8.78E-08 2.39E-12 5.17E-12 8.44E-15 2.62E-11 2.45E-13 1.44E-15 8.91E-18 9.27E-23 6.70E-10 7.37E-14
  2.50E+05 5.60E-12 8.77E-08 3.01E-12 6.02E-12 1.10E-14 3.75E-11 6.62E-13 1.64E-15 1.99E-17 2.26E-22 6.60E-10 7.83E-14
  3.50E+05 4.94E-12 8.77E-08 3.77E-12 6.92E-12 1.36E-14 4.83E-11 1.77E-12 1.83E-15 4.71E-17 6.12E-22 6.49E-10 8.47E-14
  7.50E+05 2.81E-12 8.74E-08 4.71E-12 5.58E-12 1.21E-14 6.42E-11 2.38E-11 1.48E-15 4.02E-16 1.02E-19 6.16E-10 1.94E-13
  1.15E+06 8.68E-13 8.67E-08 7.98E-12 5.01E-12 1.69E-14 6.91E-11 3.10E-11 1.67E-15 3.91E-15 4.06E-17 6.05E-10 3.12E-13
  1.55E+06 1.51E-12 7.67E-08 1.25E-11 2.45E-11 2.22E-14 2.34E-10 3.49E-11 3.98E-14 2.19E-13 1.52E-14 5.02E-10 3.94E-12
  1.95E+06 2.91E-12 4.95E-08 2.78E-11 9.49E-11 5.33E-14 5.37E-10 7.43E-11 2.60E-13 2.12E-12 1.43E-13 2.95E-10 3.17E-11
  2.35E+06 3.83E-12 2.37E-08 8.35E-11 2.36E-10 2.06E-13 6.59E-10 8.45E-11 4.72E-13 2.80E-12 2.22E-13 1.38E-10 1.06E-10
  2.75E+06 5.55E-12 9.11E-09 2.13E-10 3.42E-10 7.10E-13 5.58E-10 3.44E-11 4.35E-13 9.09E-13 1.74E-13 5.29E-11 1.85E-10
  3.15E+06 7.92E-12 3.05E-09 4.05E-10 2.46E-10 1.73E-12 2.89E-10 4.47E-12 2.27E-13 8.40E-14 8.10E-14 1.59E-11 1.54E-10
  3.55E+06 1.08E-11 9.92E-10 5.10E-10 8.26E-11 1.60E-12 5.19E-11 3.12E-13 5.53E-14 1.85E-15 8.52E-15 3.95E-12 5.46E-11
  3.95E+06 1.00E-11 3.49E-10 3.88E-10 1.83E-11 7.03E-13 5.74E-12 2.80E-14 9.36E-15 2.74E-17 1.14E-15 1.22E-12 2.19E-11
  4.35E+06 7.20E-12 1.42E-10 2.64E-10 4.63E-12 2.77E-13 7.92E-13 3.71E-15 1.63E-15 5.59E-19 1.50E-16 5.69E-13 1.08E-11
  4.75E+06 4.61E-12 6.64E-11 1.97E-10 1.98E-12 1.17E-13 1.84E-13 8.78E-16 3.91E-16 2.47E-20 1.20E-17 3.50E-13 5.18E-12
  5.15E+06 2.44E-12 3.38E-11 1.70E-10 1.67E-12 6.14E-14 9.21E-14 4.41E-16 1.57E-16 3.28E-21 5.89E-19 2.51E-13 2.39E-12
  5.55E+06 1.13E-12 1.79E-11 1.63E-10 2.32E-12 4.10E-14 8.52E-14 3.95E-16 9.80E-17 1.01E-21 1.77E-20 1.99E-13 1.05E-12
  5.95E+06 5.02E-13 9.08E-12 1.61E-10 2.73E-12 2.60E-14 6.26E-14 2.73E-16 5.90E-17 2.43E-22 5.27E-22 1.69E-13 4.04E-13
  6.35E+06 2.48E-13 4.04E-12 1.60E-10 1.94E-12 1.25E-14 2.25E-14 8.97E-17 2.02E-17 1.85E-23 1.79E-23 1.52E-13 1.23E-13
  6.75E+06 1.06E-13 1.39E-12 1.54E-10 7.73E-13 4.80E-15 4.27E-15 1.38E-17 4.04E-18 5.04E-25 7.84E-25 1.43E-13 3.13E-14
  7.15E+06 1.31E-14 2.00E-13 1.43E-10 1.32E-14 3.82E-16 3.21E-16 3.36E-19 1.74E-19 3.25E-27 3.99E-27 1.37E-13 5.31E-16
  7.55E+06 4.97E-15 1.22E-14 1.25E-10 5.85E-16 9.49E-18 1.27E-17 1.49E-21 5.58E-21 6.96E-30 2.77E-28 1.33E-13 2.54E-19
  7.95E+06 3.94E-15 9.49E-16 1.03E-10 2.53E-16 7.75E-19 4.93E-19 7.08E-24 1.31E-21 1.61E-32 2.77E-29 1.28E-13 5.18E-21
  8.35E+06 3.66E-15 1.93E-16 7.98E-11 1.09E-16 7.63E-20 1.90E-20 4.66E-26 3.20E-22 7.81E-35 2.72E-30 1.23E-13 2.68E-22
  8.75E+06 3.52E-15 1.52E-16 6.06E-11 4.29E-17 5.40E-21 7.55E-22 6.53E-28 6.69E-23 1.30E-36 1.24E-31 1.17E-13 1.37E-23
  9.15E+06 3.33E-15 2.02E-16 4.73E-11 1.64E-17 2.72E-22 3.16E-23 1.37E-29 1.24E-23 2.30E-38 2.40E-33 1.08E-13 5.35E-25
  9.55E+06 3.03E-15 2.54E-16 3.99E-11 6.81E-18 1.34E-23 1.45E-24 3.34E-31 2.45E-24 4.04E-40 3.14E-35 9.54E-14 1.98E-26
  9.95E+06 2.60E-15 2.53E-16 3.68E-11 3.11E-18 8.25E-25 1.06E-25 1.18E-32 5.33E-25 1.01E-41 3.20E-37 7.93E-14 7.17E-28
     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    

     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     
  5.00E+04 3.01E-18 9.08E-15 5.84E-12 8.16E-14 2.10E-02 4.53E-12 1.41E-17 4.67E-19 4.00E-11 1.51E-12 2.69E-13 4.00E-04
  1.50E+05 4.04E-18 9.73E-15 8.87E-12 9.47E-14 2.10E-02 4.70E-12 1.47E-17 7.71E-19 7.30E-11 3.05E-12 3.35E-13 4.05E-04
  2.50E+05 5.40E-18 1.11E-14 1.29E-11 1.09E-13 2.10E-02 4.98E-12 1.51E-17 1.18E-18 1.05E-10 4.83E-12 3.75E-13 4.09E-04
  3.50E+05 7.10E-18 1.31E-14 1.76E-11 1.30E-13 2.10E-02 5.39E-12 1.51E-17 1.75E-18 1.37E-10 6.60E-12 4.16E-13 4.13E-04
  7.50E+05 1.90E-17 4.69E-14 3.60E-11 1.83E-13 2.10E-02 8.59E-12 1.55E-17 8.61E-18 2.51E-10 1.02E-11 6.42E-13 4.27E-04
  1.15E+06 4.44E-17 1.34E-13 4.38E-11 3.42E-13 2.10E-02 2.87E-12 3.59E-18 4.19E-17 1.65E-10 6.84E-12 2.00E-13 4.31E-04
  1.55E+06 2.90E-16 4.35E-12 1.22E-10 1.60E-11 2.10E-02 5.44E-15 2.38E-21 8.34E-18 8.20E-12 3.63E-13 1.17E-16 4.31E-04
  1.95E+06 1.63E-15 2.86E-11 1.99E-10 9.49E-11 2.10E-02 1.34E-19 8.40E-26 2.85E-19 5.42E-14 3.52E-15 1.22E-21 4.31E-04
  2.35E+06 8.65E-15 6.81E-11 2.19E-10 1.18E-10 2.10E-02 3.15E-25 1.18E-30 8.72E-21 2.69E-16 1.87E-15 4.31E-27 4.31E-04
  2.75E+06 4.90E-14 1.22E-10 2.38E-10 5.03E-11 2.10E-02 1.77E-29 9.27E-31 6.60E-21 4.36E-17 2.09E-15 7.17E-28 4.32E-04
  3.15E+06 3.23E-13 1.74E-10 2.96E-10 7.99E-12 2.10E-02 4.90E-29 8.07E-30 2.89E-20 5.60E-17 2.08E-15 1.00E-27 4.32E-04
  3.55E+06 1.55E-12 1.35E-10 4.53E-10 3.48E-13 2.10E-02 1.90E-28 7.38E-29 1.05E-19 9.92E-17 2.03E-15 1.52E-27 4.32E-04
  3.95E+06 3.88E-12 7.97E-11 5.41E-10 1.35E-14 2.10E-02 7.92E-28 4.46E-28 4.79E-19 1.91E-16 1.93E-15 4.00E-27 4.32E-04
  4.35E+06 7.40E-12 4.38E-11 5.85E-10 7.37E-16 2.10E-02 2.75E-27 1.90E-27 2.32E-18 3.39E-16 1.78E-15 1.90E-26 4.32E-04
  4.75E+06 1.14E-11 2.03E-11 6.10E-10 5.45E-17 2.10E-02 9.52E-27 7.34E-27 8.18E-18 5.43E-16 1.57E-15 9.78E-26 4.32E-04
  5.15E+06 1.44E-11 7.71E-12 6.23E-10 6.09E-18 2.10E-02 3.89E-26 2.99E-26 1.88E-17 7.60E-16 1.33E-15 4.11E-25 4.31E-04
  5.55E+06 1.51E-11 2.37E-12 6.28E-10 8.40E-19 2.10E-02 2.12E-25 1.45E-25 2.66E-17 9.59E-16 1.12E-15 1.32E-24 4.31E-04
  5.95E+06 1.57E-11 7.35E-13 6.30E-10 9.61E-20 2.10E-02 7.97E-25 5.31E-25 3.26E-17 1.14E-15 9.28E-16 3.34E-24 4.30E-04
  6.35E+06 1.78E-11 2.60E-13 6.28E-10 6.83E-21 2.10E-02 1.65E-24 1.29E-24 4.32E-17 1.29E-15 7.58E-16 7.18E-24 4.29E-04
  6.75E+06 2.20E-11 1.04E-13 6.23E-10 3.18E-22 2.10E-02 2.18E-24 2.48E-24 6.51E-17 1.39E-15 6.28E-16 1.31E-23 4.28E-04
  7.15E+06 3.33E-11 1.31E-14 6.11E-10 1.61E-24 2.10E-02 4.31E-25 8.84E-25 3.65E-16 1.17E-15 5.34E-16 1.98E-23 4.26E-04
  7.55E+06 9.17E-11 7.17E-15 5.52E-10 1.28E-28 2.09E-02 1.21E-27 1.43E-26 1.00E-15 5.97E-16 4.61E-16 3.15E-24 4.23E-04
  7.95E+06 1.64E-10 4.25E-15 4.78E-10 3.77E-30 2.05E-02 1.67E-30 8.27E-28 1.18E-15 4.60E-16 3.92E-16 5.98E-25 4.19E-04
  8.35E+06 2.28E-10 2.30E-15 4.09E-10 2.41E-31 1.98E-02 1.68E-29 9.46E-29 1.33E-15 3.27E-16 3.27E-16 1.57E-25 4.12E-04
  8.75E+06 2.79E-10 9.11E-16 3.51E-10 1.10E-32 1.85E-02 7.90E-32 1.44E-29 1.45E-15 1.89E-16 2.65E-16 4.54E-26 4.00E-04
  9.15E+06 3.16E-10 2.63E-16 3.01E-10 2.95E-34 1.66E-02-1.98E-30 2.49E-30 1.48E-15 8.88E-17 2.01E-16 1.33E-26 3.80E-04
  9.55E+06 3.33E-10 6.34E-17 2.61E-10 7.40E-36 1.41E-02-1.46E-32 4.93E-31 1.40E-15 3.61E-17 1.36E-16 3.98E-27 3.47E-04
  9.95E+06 3.25E-10 1.33E-17 2.33E-10 1.88E-37 1.15E-02-1.04E-34 1.09E-31 1.21E-15 1.47E-17 7.69E-17 1.19E-27 3.01E-04
     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     


 MIXING RATIO OF AEROSOL

     Z      SO4AER
  5.00E+04 6.34E-11
  1.50E+05 7.75E-11
  2.50E+05 1.07E-10
  3.50E+05 1.45E-10
  7.50E+05 3.13E-10
  1.15E+06 4.74E-10
  1.55E+06 5.45E-10
  1.95E+06 3.51E-10
  2.35E+06 2.26E-10
  2.75E+06 1.56E-10
  3.15E+06 1.01E-10
  3.55E+06 5.90E-11
  3.95E+06 3.17E-11
  4.35E+06 1.56E-11
  4.75E+06 6.82E-12
  5.15E+06 2.44E-12
  5.55E+06 6.88E-13
  5.95E+06 1.41E-13
  6.35E+06 1.88E-14
  6.75E+06 1.36E-15
  7.15E+06 4.09E-17
  7.55E+06 1.11E-19
  7.95E+06 1.24E-24
  8.35E+06 3.27E-34
  8.75E+06 3.36E-53
  9.15E+06 1.72E-91
  9.55E+06 1.00-100
  9.95E+06 1.00-100


 PHOTOLYSIS RATES

     Z       PO2      PO2D     PCO2     PCO2D    PH2O     PO3      PO3D     PH2O2    PHCO     PH2      PHO2
   5.00E+04 2.10E-16 0.00E+00 1.97E-20 0.00E+00 5.38E-17 1.87E-04 9.77E-06 2.41E-06 8.73E-06 1.49E-05 1.52E-10
   3.50E+05 2.95E-15 0.00E+00 4.15E-19 0.00E+00 9.08E-16 2.00E-04 1.13E-05 2.95E-06 1.08E-05 1.81E-05 2.11E-09
   6.50E+05 1.92E-14 0.00E+00 6.51E-18 0.00E+00 6.54E-15 2.10E-04 1.16E-05 3.34E-06 1.23E-05 2.04E-05 1.35E-08
   9.50E+05 7.76E-14 0.00E+00 1.72E-16 0.00E+00 3.39E-14 2.19E-04 1.04E-05 3.66E-06 1.34E-05 2.23E-05 5.11E-08
   1.25E+06 2.66E-13 0.00E+00 2.76E-15 0.00E+00 2.12E-13 2.27E-04 9.55E-06 3.94E-06 1.44E-05 2.40E-05 1.42E-07
   1.55E+06 9.12E-13 0.00E+00 2.20E-14 0.00E+00 1.29E-12 2.33E-04 1.09E-05 4.22E-06 1.54E-05 2.56E-05 3.73E-07
   1.85E+06 3.32E-12 7.48-229 1.32E-13 3.59-228 7.58E-12 2.41E-04 1.63E-05 4.65E-06 1.68E-05 2.71E-05 1.17E-06
   2.15E+06 1.14E-11 3.49-151 6.63E-13 1.67-150 4.18E-11 2.50E-04 2.94E-05 5.42E-06 1.89E-05 2.87E-05 3.92E-06
   2.45E+06 3.31E-11 2.51-101 2.58E-12 1.21-100 1.86E-10 2.61E-04 6.34E-05 6.90E-06 2.20E-05 3.04E-05 1.20E-05
   2.75E+06 7.86E-11 2.49E-69 7.36E-12 1.19E-68 6.00E-10 2.77E-04 1.46E-04 9.68E-06 2.60E-05 3.21E-05 3.16E-05
   3.05E+06 1.55E-10 1.07E-48 1.57E-11 5.12E-48 1.45E-09 3.05E-04 3.58E-04 1.45E-05 3.05E-05 3.40E-05 7.09E-05
   3.35E+06 2.55E-10 2.53E-35 2.72E-11 1.22E-34 2.86E-09 3.66E-04 8.82E-04 2.20E-05 3.43E-05 3.56E-05 1.28E-04
   3.65E+06 3.55E-10 1.06E-26 4.13E-11 5.10E-26 5.05E-09 4.47E-04 1.61E-03 2.99E-05 3.68E-05 3.68E-05 1.82E-04
   3.95E+06 4.51E-10 4.82E-21 5.96E-11 2.32E-20 8.87E-09 5.25E-04 2.30E-03 3.68E-05 3.83E-05 3.76E-05 2.26E-04
   4.25E+06 5.53E-10 3.47E-17 8.50E-11 1.66E-16 1.60E-08 5.92E-04 2.89E-03 4.23E-05 3.93E-05 3.81E-05 2.60E-04
   4.55E+06 6.66E-10 1.43E-14 1.20E-10 6.86E-14 2.90E-08 6.37E-04 3.28E-03 4.60E-05 3.98E-05 3.84E-05 2.82E-04
   4.85E+06 8.05E-10 8.01E-13 1.67E-10 3.85E-12 5.09E-08 6.61E-04 3.48E-03 4.80E-05 4.01E-05 3.86E-05 2.93E-04
   5.15E+06 9.90E-10 1.18E-11 2.26E-10 5.64E-11 9.84E-08 6.71E-04 3.56E-03 4.89E-05 4.02E-05 3.87E-05 2.99E-04
   5.45E+06 1.24E-09 6.96E-11 2.94E-10 3.34E-10 2.33E-07 6.76E-04 3.59E-03 4.94E-05 4.02E-05 3.87E-05 3.03E-04
   5.75E+06 1.56E-09 2.28E-10 3.70E-10 1.09E-09 5.44E-07 6.79E-04 3.59E-03 4.96E-05 4.02E-05 3.87E-05 3.04E-04
   6.05E+06 2.00E-09 5.04E-10 4.52E-10 2.42E-09 1.06E-06 6.82E-04 3.59E-03 4.98E-05 4.03E-05 3.87E-05 3.06E-04
   6.35E+06 2.62E-09 8.54E-10 5.36E-10 4.10E-09 1.71E-06 6.82E-04 3.60E-03 4.99E-05 4.03E-05 3.87E-05 3.06E-04
   6.65E+06 3.57E-09 1.22E-09 6.22E-10 5.83E-09 2.37E-06 6.82E-04 3.60E-03 5.00E-05 4.03E-05 3.87E-05 3.07E-04
   6.95E+06 5.00E-09 1.58E-09 7.10E-10 7.45E-09 3.00E-06 6.82E-04 3.60E-03 5.01E-05 4.03E-05 3.87E-05 3.08E-04
   7.25E+06 7.04E-09 2.28E-09 7.99E-10 8.85E-09 3.55E-06 6.82E-04 3.60E-03 5.01E-05 4.03E-05 3.87E-05 3.08E-04
   7.55E+06 9.86E-09 5.10E-09 8.89E-10 1.00E-08 4.01E-06 6.82E-04 3.60E-03 5.02E-05 4.03E-05 3.87E-05 3.08E-04
   7.85E+06 1.37E-08 1.35E-08 9.76E-10 1.10E-08 4.40E-06 6.83E-04 3.60E-03 5.02E-05 4.03E-05 3.87E-05 3.09E-04
   8.15E+06 1.88E-08 3.21E-08 1.06E-09 1.22E-08 4.77E-06 7.15E-04 3.56E-03 5.03E-05 4.03E-05 3.87E-05 3.09E-04
   8.45E+06 2.50E-08 6.85E-08 1.14E-09 1.42E-08 5.15E-06 7.94E-04 3.48E-03 5.03E-05 4.03E-05 3.87E-05 3.09E-04
   8.75E+06 3.15E-08 1.34E-07 1.21E-09 1.79E-08 5.55E-06 8.26E-04 3.45E-03 5.03E-05 4.03E-05 3.87E-05 3.09E-04
   9.05E+06 3.74E-08 2.49E-07 1.27E-09 2.41E-08 5.97E-06 8.09E-04 3.46E-03 5.03E-05 4.03E-05 3.87E-05 3.09E-04
   9.35E+06 4.21E-08 4.50E-07 1.31E-09 3.46E-08 6.37E-06 7.44E-04 3.53E-03 5.03E-05 4.03E-05 3.87E-05 3.09E-04
   9.65E+06 4.55E-08 7.46E-07 1.33E-09 5.03E-08 6.72E-06 6.94E-04 3.59E-03 5.03E-05 4.03E-05 3.87E-05 3.09E-04
   9.95E+06 4.76E-08 1.07E-06 1.35E-09 6.82E-08 6.99E-06 6.80E-04 3.61E-03 5.04E-05 4.03E-05 3.87E-05 3.09E-04

     Z      PCH4     PCH3OOH  PN2O     PHNO3    PNO      PNO2     PHNO4    PCCL3F   PCCL2F2  PCCL4    PCH3CL
   5.00E+04 0.00E+00 2.27E-06 2.34E-13 1.69E-07 1.45E-77 2.93E-03 2.47E-06 4.41E-11 2.36E-12 1.30E-10 1.31E-14
   3.50E+05 0.00E+00 2.77E-06 3.60E-12 2.13E-07 6.06E-32 3.35E-03 3.08E-06 5.74E-10 3.19E-11 1.60E-09 2.29E-13
   6.50E+05 0.00E+00 3.14E-06 2.43E-11 2.47E-07 1.02E-20 3.70E-03 3.52E-06 3.39E-09 1.94E-10 9.23E-09 1.29E-07
   9.50E+05 0.00E+00 3.44E-06 9.82E-11 2.82E-07 1.26E-16 4.01E-03 3.87E-06 1.22E-08 7.49E-10 3.16E-08 7.35E-12
   1.25E+06 0.00E+00 3.70E-06 3.24E-10 3.36E-07 5.04E-14 4.30E-03 4.20E-06 3.51E-08 2.63E-09 8.06E-08 3.52E-11
   1.55E+06 0.00E+00 3.97E-06 1.07E-09 4.78E-07 3.50E-12 4.55E-03 4.67E-06 9.61E-08 8.91E-09 1.90E-07 1.45E-10
   1.85E+06 1.35-225 4.36E-06 3.81E-09 9.64E-07 8.93E-11 4.74E-03 5.76E-06 2.76E-07 2.93E-08 4.99E-07 5.21E-10
   2.15E+06 6.27-148 5.06E-06 1.29E-08 2.50E-06 1.12E-09 4.89E-03 8.63E-06 7.38E-07 8.61E-08 1.32E-06 1.62E-09
   2.45E+06 4.53E-98 6.41E-06 3.59E-08 6.32E-06 7.58E-09 5.01E-03 1.55E-05 1.64E-06 2.06E-07 3.04E-06 4.05E-09
   2.75E+06 4.48E-66 8.89E-06 7.85E-08 1.33E-05 2.91E-08 5.10E-03 2.94E-05 2.91E-06 3.85E-07 5.79E-06 7.91E-09
   3.05E+06 1.92E-45 1.31E-05 1.35E-07 2.29E-05 7.16E-08 5.16E-03 5.37E-05 4.20E-06 5.85E-07 9.02E-06 1.25E-08
   3.35E+06 4.56E-32 1.92E-05 1.92E-07 3.33E-05 1.29E-07 5.20E-03 9.06E-05 5.20E-06 7.66E-07 1.17E-05 1.72E-08
   3.65E+06 1.91E-23 2.54E-05 2.39E-07 4.25E-05 1.95E-07 5.23E-03 1.31E-04 5.88E-06 9.22E-07 1.33E-05 2.18E-08
   3.95E+06 8.68E-18 3.07E-05 2.80E-07 5.03E-05 2.73E-07 5.24E-03 1.66E-04 6.41E-06 1.07E-06 1.43E-05 2.67E-08
   4.25E+06 6.24E-14 3.49E-05 3.16E-07 5.71E-05 3.69E-07 5.25E-03 1.95E-04 6.86E-06 1.22E-06 1.51E-05 3.24E-08
   4.55E+06 2.57E-11 3.77E-05 3.47E-07 6.25E-05 4.81E-07 5.26E-03 2.15E-04 7.26E-06 1.37E-06 1.58E-05 3.91E-08
   4.85E+06 1.44E-09 3.91E-05 3.75E-07 6.68E-05 6.01E-07 5.26E-03 2.26E-04 7.62E-06 1.53E-06 1.64E-05 4.65E-08
   5.15E+06 2.12E-08 3.98E-05 4.00E-07 7.02E-05 7.28E-07 5.26E-03 2.32E-04 7.96E-06 1.68E-06 1.70E-05 5.43E-08
   5.45E+06 1.25E-07 4.02E-05 4.22E-07 7.31E-05 8.60E-07 5.26E-03 2.35E-04 8.25E-06 1.82E-06 1.76E-05 6.21E-08
   5.75E+06 4.10E-07 4.03E-05 4.42E-07 7.56E-05 9.93E-07 5.26E-03 2.38E-04 8.52E-06 1.95E-06 1.81E-05 6.97E-08
   6.05E+06 9.07E-07 4.04E-05 4.59E-07 7.77E-05 1.12E-06 5.26E-03 2.39E-04 8.74E-06 2.07E-06 1.85E-05 7.70E-08
   6.35E+06 1.54E-06 4.05E-05 4.74E-07 7.95E-05 1.23E-06 5.27E-03 2.41E-04 8.94E-06 2.17E-06 1.90E-05 8.38E-08
   6.65E+06 2.19E-06 4.06E-05 4.86E-07 8.10E-05 1.33E-06 5.27E-03 2.42E-04 9.12E-06 2.27E-06 1.94E-05 9.05E-08
